geocode,municipio,uf,disease,period,rural,urban,total
510625, Nova Xavantina,51,Dengue,2015-2019,NA,NA,379
510627, Novo Horizonte do Norte,51,Dengue,2015-2019,NA,NA,117
510626, Novo Mundo,51,Dengue,2015-2019,NA,NA,215
510631, Novo Santo Antônio,51,Dengue,2015-2019,NA,NA,10
510628, Novo São Joaquim,51,Dengue,2015-2019,NA,NA,101
510629, Paranaíta,51,Dengue,2015-2019,NA,NA,348
510630, Paranatinga,51,Dengue,2015-2019,NA,NA,371
510637, Pedra Preta,51,Dengue,2015-2019,NA,NA,47
510642, Peixoto de Azevedo,51,Dengue,2015-2019,NA,NA,945
510645, Planalto da Serra,51,Dengue,2015-2019,NA,NA,125
510650, Poconé,51,Dengue,2015-2019,NA,NA,527
510665, Pontal do Araguaia,51,Dengue,2015-2019,NA,NA,170
510670, Ponte Branca,51,Dengue,2015-2019,NA,NA,21
510675, Pontes e Lacerda,51,Dengue,2015-2019,NA,NA,647
510677, Porto Alegre do Norte,51,Dengue,2015-2019,NA,NA,365
510680, Porto dos Gaúchos,51,Dengue,2015-2019,NA,NA,68
510682, Porto Esperidião,51,Dengue,2015-2019,NA,NA,11
510685, Porto Estrela,51,Dengue,2015-2019,NA,NA,10
510700, Poxoréo,51,Dengue,2015-2019,NA,NA,115
510704, Primavera do Leste,51,Dengue,2015-2019,NA,NA,2056
510706, Querência,51,Dengue,2015-2019,NA,NA,717
510715, Reserva do Cabaçal,51,Dengue,2015-2019,NA,NA,92
510718, Ribeirão Cascalheira,51,Dengue,2015-2019,NA,NA,209
510719, Ribeirãozinho,51,Dengue,2015-2019,NA,NA,180
510720, Rio Branco,51,Dengue,2015-2019,NA,NA,241
510757, Rondolândia,51,Dengue,2015-2019,NA,NA,33
510760, Rondonópolis,51,Dengue,2015-2019,NA,NA,1024
510770, Rosário Oeste,51,Dengue,2015-2019,NA,NA,250
510775, Salto do Céu,51,Dengue,2015-2019,NA,NA,48
510724, Santa Carmem,51,Dengue,2015-2019,NA,NA,309
510774, Santa Cruz do Xingu,51,Dengue,2015-2019,NA,NA,27
510776, Santa Rita do Trivelato,51,Dengue,2015-2019,NA,NA,135
510777, Santa Terezinha,51,Dengue,2015-2019,NA,NA,3
510726, Santo Afonso,51,Dengue,2015-2019,NA,NA,103
510779, Santo Antônio do Leste,51,Dengue,2015-2019,NA,NA,120
510780, Santo Antônio do Leverger,51,Dengue,2015-2019,NA,NA,75
510785, São Félix do Araguaia,51,Dengue,2015-2019,NA,NA,115
510729, São José do Povo,51,Dengue,2015-2019,NA,NA,46
510730, São José do Rio Claro,51,Dengue,2015-2019,NA,NA,48
510735, São José do Xingu,51,Dengue,2015-2019,NA,NA,266
510710, São José dos Quatro Marcos,51,Dengue,2015-2019,NA,NA,40
510740, São Pedro da Cipa,51,Dengue,2015-2019,NA,NA,11
510787, Sapezal,51,Dengue,2015-2019,NA,NA,251
510788, Serra Nova Dourada,51,Dengue,2015-2019,NA,NA,34
510790, Sinop,51,Dengue,2015-2019,NA,NA,5965
510792, Sorriso,51,Dengue,2015-2019,NA,NA,1151
510794, Tabaporã,51,Dengue,2015-2019,NA,NA,408
510795, Tangará da Serra,51,Dengue,2015-2019,NA,NA,1065
510800, Tapurah,51,Dengue,2015-2019,NA,NA,371
510805, Terra Nova do Norte,51,Dengue,2015-2019,NA,NA,574
510810, Tesouro,51,Dengue,2015-2019,NA,NA,129
510820, Torixoréu,51,Dengue,2015-2019,NA,NA,404
510830, União do Sul,51,Dengue,2015-2019,NA,NA,70
510835, Vale de São Domingos,51,Dengue,2015-2019,NA,NA,33
510840, Várzea Grande,51,Dengue,2015-2019,NA,NA,6899
510850, Vera,51,Dengue,2015-2019,NA,NA,521
510550, Vila Bela da Santíssima Trindade,51,Dengue,2015-2019,NA,NA,68
510860, Vila Rica,51,Dengue,2015-2019,NA,NA,178
520025, Águas Lindas de Goiás,52,Dengue,2015-2019,NA,NA,1
520110, Anápolis,52,Dengue,2015-2019,NA,NA,4
520140, Aparecida de Goiânia,52,Dengue,2015-2019,NA,NA,25
520145, Aparecida do Rio Doce,52,Dengue,2015-2019,NA,NA,1
520170, Aragarças,52,Dengue,2015-2019,NA,NA,45
520250, Aruanã,52,Dengue,2015-2019,NA,NA,2
520310, Baliza,52,Dengue,2015-2019,NA,NA,12
520340, Bom Jardim de Goiás,52,Dengue,2015-2019,NA,NA,1
520350, Bom Jesus de Goiás,52,Dengue,2015-2019,NA,NA,1
520440, Caiapônia,52,Dengue,2015-2019,NA,NA,3
520450, Caldas Novas,52,Dengue,2015-2019,NA,NA,1
520490, Campos Belos,52,Dengue,2015-2019,NA,NA,6
520551, Cocalzinho de Goiás,52,Dengue,2015-2019,NA,NA,1
520630, Cristianópolis,52,Dengue,2015-2019,NA,NA,2
520640, Crixás,52,Dengue,2015-2019,NA,NA,1
520725, Doverlândia,52,Dengue,2015-2019,NA,NA,6
520760, Fazenda Nova,52,Dengue,2015-2019,NA,NA,1
520800, Formosa,52,Dengue,2015-2019,NA,NA,2
520810, Formoso,52,Dengue,2015-2019,NA,NA,1
520860, Goianésia,52,Dengue,2015-2019,NA,NA,2
520870, Goiânia,52,Dengue,2015-2019,NA,NA,82
521000, Inhumas,52,Dengue,2015-2019,NA,NA,1
521020, Iporá,52,Dengue,2015-2019,NA,NA,1
521060, Itaguaru,52,Dengue,2015-2019,NA,NA,1
521100, Itapirapuã,52,Dengue,2015-2019,NA,NA,1
521120, Itapuranga,52,Dengue,2015-2019,NA,NA,1
521150, Itumbiara,52,Dengue,2015-2019,NA,NA,1
521190, Jataí,52,Dengue,2015-2019,NA,NA,3
521200, Jaupaci,52,Dengue,2015-2019,NA,NA,1
521220, Jussara,52,Dengue,2015-2019,NA,NA,2
521250, Luziânia,52,Dengue,2015-2019,NA,NA,1
521295, Matrinchã,52,Dengue,2015-2019,NA,NA,1
521305, Mimoso de Goiás,52,Dengue,2015-2019,NA,NA,1
521308, Minaçu,52,Dengue,2015-2019,NA,NA,2
521310, Mineiros,52,Dengue,2015-2019,NA,NA,4
521370, Montes Claros de Goiás,52,Dengue,2015-2019,NA,NA,7
521405, Mundo Novo,52,Dengue,2015-2019,NA,NA,1
521440, Nazário,52,Dengue,2015-2019,NA,NA,2
521460, Niquelândia,52,Dengue,2015-2019,NA,NA,1
521483, Nova Crixás,52,Dengue,2015-2019,NA,NA,1
521570, Palmeiras de Goiás,52,Dengue,2015-2019,NA,NA,1
521800, Porangatu,52,Dengue,2015-2019,NA,NA,4
521830, Posse,52,Dengue,2015-2019,NA,NA,2
521880, Rio Verde,52,Dengue,2015-2019,NA,NA,2
521925, Santa Fé de Goiás,52,Dengue,2015-2019,NA,NA,2
521940, Santa Rita do Araguaia,52,Dengue,2015-2019,NA,NA,16
522010, São Luís de Montes Belos,52,Dengue,2015-2019,NA,NA,2
522020, São Miguel do Araguaia,52,Dengue,2015-2019,NA,NA,2
522026, São Miguel do Passa Quatro,52,Dengue,2015-2019,NA,NA,1
522040, São Simão,52,Dengue,2015-2019,NA,NA,1
522045, Senador Canedo,52,Dengue,2015-2019,NA,NA,2
522140, Trindade,52,Dengue,2015-2019,NA,NA,1
530010, Brasília,53,Dengue,2015-2019,NA,NA,35
